@relation 50_10_5_10_5_1000

@attribute A1 {c,a,e,d,i,j,h,b,f,g}
@attribute A2 {h,c,d,g,j,i,e,a,f,b}
@attribute A3 {c,h,e,a,b,g,d,f,j,i}
@attribute A4 {e,c,d,g,f,b,h,a,j,i}
@attribute A5 {d,j,h,i,f,g,b,e,c,a}
@attribute A6 {d,h,b,g,c,j,f,e,a,i}
@attribute A7 {i,e,d,j,g,f,h,c,a,b}
@attribute A8 {g,e,c,h,d,j,i,f,a,b}
@attribute A9 {e,h,a,g,i,b,j,d,f,c}
@attribute A10 {i,j,b,f,d,a,c,h,g,e}
@attribute A11 {c,b,g,h,j,d,i,a,e,f}
@attribute A12 {a,g,c,f,j,e,h,d,b,i}
@attribute A13 {f,a,d,b,g,j,c,e,i,h}
@attribute A14 {d,f,j,b,c,g,i,a,h,e}
@attribute A15 {d,b,e,h,g,a,i,j,c,f}
@attribute A16 {h,d,i,j,a,g,c,f,b,e}
@attribute A17 {f,b,h,c,a,e,g,j,d,i}
@attribute A18 {h,f,c,i,e,g,j,a,b,d}
@attribute A19 {c,e,b,i,j,d,a,g,h,f}
@attribute A20 {j,h,b,d,c,f,g,e,a,i}
@attribute A21 {g,f,a,e,c,h,d,b,i,j}
@attribute A22 {e,h,g,a,j,b,i,c,f,d}
@attribute A23 {e,h,d,g,a,i,b,f,j,c}
@attribute A24 {i,g,c,h,d,j,a,f,b,e}
@attribute A25 {e,f,j,a,b,i,h,g,d,c}
@attribute A26 {g,b,c,a,d,j,i,h,f,e}
@attribute A27 {g,c,f,i,a,b,h,e,j,d}
@attribute A28 {i,c,e,j,b,d,f,h,g,a}
@attribute A29 {f,b,h,i,a,g,e,c,j,d}
@attribute A30 {a,g,d,b,i,j,h,f,e,c}
@attribute A31 {g,a,e,b,i,h,d,j,c,f}
@attribute A32 {c,d,i,h,f,j,g,e,b,a}
@attribute A33 {d,e,c,j,b,h,i,g,a,f}
@attribute A34 {d,b,e,h,i,a,c,j,f,g}
@attribute A35 {h,d,a,i,b,j,e,c,f,g}
@attribute A36 {e,i,b,h,a,d,g,f,j,c}
@attribute A37 {e,a,c,h,j,f,d,b,g,i}
@attribute A38 {j,b,a,d,h,g,e,c,f,i}
@attribute A39 {a,j,i,b,c,h,g,e,d,f}
@attribute A40 {e,c,g,d,i,h,a,f,b,j}
@attribute A41 {b,f,e,i,d,h,c,j,g,a}
@attribute A42 {a,h,i,f,d,e,j,c,b,g}
@attribute A43 {d,i,f,h,j,c,a,g,e,b}
@attribute A44 {c,h,f,i,d,g,j,a,e,b}
@attribute A45 {c,f,g,e,b,j,d,i,h,a}
@attribute A46 {a,f,d,i,g,e,c,j,b,h}
@attribute A47 {c,i,g,b,a,h,d,j,f,e}
@attribute A48 {c,g,d,i,j,h,b,a,e,f}
@attribute A49 {c,j,i,g,h,e,a,d,f,b}
@attribute A50 {f,j,h,a,e,d,c,b,g,i}
@attribute Class {c4,c1,c3,c2,c5}

@data
i,g,j,c,j,e,e,i,j,i,h,f,b,d,c,c,e,h,e,b,h,g,f,j,f,e,f,g,c,b,b,f,b,i,g,f,f,j,c,c,g,d,a,i,a,f,g,f,i,i,c2
d,f,f,d,h,i,f,c,a,c,g,j,a,h,e,i,j,d,g,b,b,d,h,c,i,i,b,e,f,b,d,f,c,b,i,e,c,h,b,e,i,c,e,i,i,a,e,g,i,e,c1
i,h,g,g,a,g,c,j,j,i,c,f,b,j,j,b,h,e,j,b,d,g,f,e,f,b,f,j,a,f,a,f,b,f,b,h,j,i,c,c,j,g,e,a,f,g,d,j,i,a,c2
i,c,d,a,a,i,j,b,d,i,a,f,b,a,c,b,h,d,a,b,g,g,d,d,f,i,f,j,h,g,g,f,b,j,e,i,b,a,c,a,f,d,e,f,j,c,j,j,i,i,c2
b,f,a,e,h,e,b,c,a,i,g,j,a,j,e,i,a,j,c,b,g,b,d,c,c,e,h,e,j,j,c,g,b,i,h,e,i,c,f,h,g,b,b,b,d,d,f,b,f,j,c1
i,f,a,i,c,j,i,c,b,i,f,f,b,g,g,h,i,h,j,j,a,g,j,g,f,c,f,j,h,f,i,f,b,i,e,f,i,i,c,a,f,h,g,d,b,f,g,j,i,f,c2
h,h,j,b,h,h,f,c,a,b,g,e,a,f,e,i,a,g,i,b,g,b,c,c,h,h,g,e,d,g,a,h,a,b,a,e,a,c,g,d,i,e,f,i,i,c,d,g,a,g,c1
i,d,b,j,h,a,b,c,a,a,g,e,a,c,e,i,e,f,g,b,d,d,h,c,c,f,a,e,g,e,c,j,e,f,e,e,c,e,f,f,d,h,a,f,g,c,j,j,e,e,c1
c,d,j,j,h,g,c,c,a,a,g,c,a,i,e,i,b,b,f,b,d,f,f,c,f,a,c,e,g,j,j,b,g,j,h,e,h,b,g,b,d,h,i,a,a,a,h,h,f,h,c1
c,c,b,e,i,d,d,g,f,f,d,g,f,d,j,i,a,j,h,e,g,h,h,f,i,i,i,h,c,f,d,c,c,d,j,e,a,j,d,d,b,a,d,h,c,e,b,c,c,f,c4
f,b,j,h,i,h,b,i,j,d,h,a,g,e,d,d,e,e,i,h,e,i,a,j,e,b,j,f,f,a,a,i,h,d,j,g,c,e,e,a,j,g,f,i,f,i,g,i,i,c,c5
b,c,g,c,f,i,h,j,e,c,d,a,e,c,e,j,f,d,j,c,f,i,j,g,a,j,d,i,e,d,j,h,a,i,h,a,c,a,b,c,h,d,h,b,b,h,f,g,c,b,c3
j,b,a,c,f,c,b,j,i,j,j,c,h,c,f,j,c,e,b,f,f,b,b,f,b,g,i,f,d,d,g,h,f,i,c,e,a,a,b,c,c,h,f,f,j,d,b,g,h,h,c3
i,g,d,c,i,h,f,j,g,i,e,f,b,a,f,j,g,d,i,h,d,g,i,f,f,h,f,b,j,a,e,f,b,a,c,c,i,e,c,c,b,d,d,g,i,e,i,a,i,g,c2
i,h,g,e,e,e,a,b,a,i,d,f,b,h,h,i,d,h,i,a,a,g,g,f,f,b,f,j,j,d,a,f,b,d,c,f,c,j,c,i,d,g,h,j,d,b,e,h,i,f,c2
i,i,a,c,f,a,j,e,h,e,g,h,c,g,h,j,b,a,f,e,f,a,i,c,a,g,c,h,f,d,f,h,h,i,j,e,h,a,b,c,j,e,f,c,e,g,e,g,c,j,c3
c,g,b,e,h,d,i,i,c,f,b,a,f,d,g,j,g,h,e,g,g,d,a,j,d,i,c,h,h,c,h,g,b,e,h,e,f,j,f,d,b,a,d,h,f,c,g,c,c,d,c4
e,f,i,c,f,d,b,i,a,h,i,j,i,i,a,j,c,b,e,g,f,i,c,g,a,j,g,d,i,d,i,h,j,i,g,c,f,a,b,c,j,b,b,h,d,g,g,g,i,g,c3
i,h,g,j,d,b,c,j,f,i,h,f,b,j,a,d,j,f,e,i,a,g,c,f,f,h,f,i,j,j,g,f,b,e,b,h,c,f,c,a,g,j,g,d,a,j,i,i,i,e,c2
j,i,h,a,h,c,j,c,a,g,g,h,a,h,e,i,a,g,i,b,a,f,i,c,g,h,b,e,a,a,e,i,f,c,b,e,e,j,c,b,c,j,j,d,i,g,d,j,g,g,c1
e,b,j,j,h,i,f,c,a,h,g,a,a,h,e,i,i,c,b,b,i,h,i,c,i,e,b,e,c,a,c,c,g,j,d,e,g,b,e,h,j,b,c,g,e,f,g,j,a,g,c1
i,f,h,a,j,g,f,i,d,i,c,f,b,f,f,j,b,e,i,h,e,g,b,d,f,b,f,f,i,i,h,f,b,b,c,a,a,b,c,h,d,a,g,b,j,g,a,b,i,j,c2
a,b,a,f,j,d,d,g,i,h,h,d,f,d,b,b,j,g,g,e,g,f,g,b,c,b,f,h,g,c,j,g,e,i,f,e,a,j,h,f,b,a,d,b,e,d,a,c,c,e,c4
a,d,f,j,h,c,i,c,a,i,g,e,a,c,e,i,h,f,e,b,a,a,b,c,c,d,b,e,g,e,i,d,h,a,c,e,i,d,b,b,d,a,b,b,f,a,f,c,f,j,c1
f,j,h,j,b,f,b,i,e,d,c,a,g,i,a,c,e,c,e,f,i,e,d,d,c,i,j,f,f,d,e,g,h,d,j,b,g,e,e,d,d,j,h,c,f,f,a,i,h,d,c5
i,i,b,b,b,b,g,h,i,i,b,f,b,h,b,c,a,h,h,h,e,g,i,f,f,i,f,a,i,i,c,f,b,e,c,g,g,a,c,d,e,j,i,j,e,i,f,i,i,c,c2
f,i,b,b,f,j,e,i,h,c,b,a,g,e,g,h,e,j,g,b,b,c,j,c,a,b,j,i,f,e,e,d,e,d,d,e,f,e,e,g,f,f,h,d,c,e,g,i,e,f,c5
f,h,j,h,d,j,i,i,i,a,g,a,g,b,d,g,e,a,g,b,g,b,g,a,i,i,j,j,f,c,g,f,c,d,h,d,a,e,e,e,c,f,d,f,d,e,g,i,e,h,c5
i,g,c,g,i,e,a,e,c,i,d,f,b,i,f,a,d,g,h,i,e,g,f,b,f,h,f,a,h,c,g,f,b,i,j,c,a,d,c,b,c,f,c,e,c,f,f,i,i,b,c2
f,a,e,a,a,d,c,i,b,h,j,a,g,d,i,g,e,a,i,a,b,c,i,g,b,e,j,h,f,i,d,j,a,d,e,a,j,e,e,e,b,h,c,h,c,c,b,i,d,g,c5
i,f,g,j,a,d,d,b,e,b,j,g,f,d,d,f,b,g,h,h,g,h,e,g,h,c,b,f,d,a,c,j,c,c,g,e,f,j,a,a,b,a,d,b,g,j,e,c,c,f,c4
h,e,d,c,f,a,b,c,c,a,a,d,h,h,b,j,c,i,c,c,f,b,b,f,a,e,c,b,c,d,i,h,e,i,i,j,a,a,b,c,h,a,a,j,e,g,j,g,i,e,c3
a,j,j,a,a,d,d,a,c,e,a,a,f,d,f,a,b,f,i,a,g,c,a,a,d,b,g,h,d,i,j,d,b,e,f,e,d,j,h,g,b,a,d,f,d,j,a,c,c,f,c4
e,d,c,b,h,d,e,f,d,i,c,c,f,d,b,b,j,a,e,b,g,d,e,d,e,i,g,f,d,i,f,c,f,d,c,e,j,j,j,b,b,a,d,e,d,j,i,c,c,a,c4
i,i,e,c,j,f,b,g,h,i,g,f,b,g,d,d,e,e,b,j,f,g,a,i,f,i,f,g,b,h,f,f,b,a,h,b,i,a,c,i,a,c,e,e,j,f,b,i,i,c,c2
a,i,e,c,f,i,d,b,d,f,g,e,g,d,i,j,g,j,b,c,f,d,d,d,g,b,f,i,b,d,d,h,i,i,i,a,i,a,b,c,f,h,f,i,d,c,j,g,c,g,c3
f,a,a,d,d,a,h,i,a,a,d,a,g,i,c,a,e,h,a,e,d,b,a,h,i,e,j,a,f,i,b,f,c,d,e,a,h,e,e,f,h,e,b,j,a,g,g,i,b,i,c5
g,h,g,j,i,d,e,h,i,j,e,j,f,d,a,d,b,i,j,h,g,a,i,h,g,d,h,e,g,c,a,e,j,i,b,e,g,j,d,d,b,a,d,g,b,b,d,c,c,a,c4
f,j,g,d,c,a,i,i,g,b,f,a,g,b,a,c,e,a,d,b,d,h,a,j,f,j,j,f,f,b,e,h,g,d,h,f,h,e,e,e,j,b,j,g,d,d,a,i,c,e,c5
a,f,b,d,h,h,g,c,a,d,g,c,a,c,e,i,f,i,a,b,e,g,b,c,i,i,g,e,i,a,g,i,c,a,f,e,f,j,h,c,d,g,a,j,f,c,d,c,e,a,c1
f,c,e,h,b,c,e,i,j,a,f,a,g,a,f,d,e,j,d,b,c,f,e,j,a,i,j,f,f,f,h,e,h,d,b,c,f,e,e,e,e,f,i,c,b,h,c,i,f,d,c5
c,f,d,c,h,d,f,c,a,g,g,j,a,b,e,i,f,c,i,b,i,j,i,c,j,c,d,e,c,j,j,c,i,c,f,e,a,f,j,g,i,c,a,c,c,i,d,g,f,i,c1
i,h,c,b,j,b,b,c,c,i,h,f,b,i,e,e,g,a,f,c,d,g,f,e,f,a,f,g,b,a,e,f,b,f,f,d,d,j,c,j,h,i,c,h,b,e,c,b,i,g,c2
a,g,h,c,f,d,a,c,g,h,e,j,g,j,b,j,a,f,a,b,f,f,f,i,i,i,d,g,e,d,b,h,e,i,i,d,a,a,b,c,f,e,a,c,e,b,f,g,g,c,c3
f,h,c,a,f,f,c,i,i,j,h,a,g,g,b,i,e,e,d,g,d,e,a,d,f,j,j,a,f,h,c,i,f,d,a,h,e,e,e,d,e,f,b,d,i,d,h,i,g,a,c5
h,a,e,j,h,h,c,c,a,j,g,i,a,f,e,i,i,d,g,b,a,h,e,c,h,e,e,e,f,a,j,f,e,f,d,e,g,e,a,e,g,e,h,i,c,e,h,b,j,d,c1
f,f,a,d,b,h,b,i,h,d,d,a,g,h,i,j,e,e,b,d,j,c,c,b,i,f,j,a,f,i,c,g,f,d,c,f,a,e,e,a,e,f,h,f,d,h,j,i,j,a,c5
h,h,e,c,f,c,i,f,b,e,f,g,b,b,f,j,d,j,h,b,f,j,i,d,e,j,a,b,i,d,e,h,b,i,i,i,e,a,b,c,i,i,b,e,i,i,d,g,g,d,c3
i,d,j,c,f,a,e,b,b,i,a,f,b,i,f,e,g,h,i,e,g,g,b,b,f,a,f,g,d,h,d,f,b,g,g,a,i,e,c,e,h,i,f,c,c,c,g,j,i,j,c2
j,d,h,j,h,b,d,c,a,d,g,a,a,f,e,i,i,g,f,b,j,i,h,c,b,e,j,e,b,e,d,d,f,b,b,e,j,f,i,d,f,h,j,b,d,e,h,e,f,e,c1
e,h,f,c,f,f,e,a,b,f,e,f,g,g,d,j,a,c,e,g,f,e,g,b,b,j,g,g,c,d,f,h,g,i,b,h,j,a,b,c,h,c,f,f,j,c,j,g,f,j,c3
a,g,c,h,h,g,c,c,a,b,g,d,a,c,e,i,j,j,a,b,a,e,b,c,h,g,d,e,d,c,j,c,e,f,d,e,c,c,a,f,j,i,b,a,f,c,b,j,j,i,c1
i,d,g,i,a,g,e,d,f,i,g,f,b,j,g,g,g,c,d,f,g,g,h,h,f,i,f,j,d,d,c,f,b,g,f,j,h,f,c,j,h,g,b,a,h,b,a,f,i,c,c2
j,j,c,h,h,e,f,c,a,h,g,f,a,b,e,i,j,f,b,b,b,h,i,c,h,a,d,e,e,d,d,b,e,a,h,e,i,h,h,e,f,h,d,i,d,g,d,j,g,h,c1
j,i,f,f,a,d,j,c,c,j,g,b,f,d,h,d,f,e,i,b,g,e,i,f,j,b,a,f,c,e,i,g,f,b,a,e,h,j,g,a,b,a,d,e,b,a,h,c,c,g,c4
i,i,d,h,b,i,h,f,g,i,i,f,b,d,a,i,j,h,h,c,a,g,i,f,f,c,f,i,j,d,e,f,b,c,f,f,j,h,c,e,g,b,i,i,e,a,f,g,i,h,c2
f,i,b,c,f,i,e,e,h,c,d,e,d,i,g,j,i,a,b,d,f,h,i,i,e,d,h,i,d,d,c,h,b,i,i,j,b,a,b,c,b,c,e,f,d,c,h,g,i,j,c3
c,a,g,c,f,b,f,i,i,i,g,f,d,j,j,j,j,b,j,c,f,g,g,f,b,c,c,g,g,d,j,h,h,i,d,j,c,a,b,c,g,f,h,d,i,f,f,g,h,c,c3
f,f,b,b,f,f,i,i,c,f,d,a,g,e,c,c,e,g,g,d,f,a,d,j,f,c,j,c,f,i,d,b,e,d,a,f,h,e,e,b,b,j,h,c,b,d,j,i,b,d,c5
f,i,c,a,i,j,g,i,g,b,c,a,g,c,g,a,e,f,j,g,j,g,d,a,b,f,j,i,f,g,i,c,a,d,c,g,c,e,e,g,e,b,e,d,b,c,b,i,i,g,c5
f,h,c,c,f,h,g,g,d,e,a,c,h,g,c,j,a,f,d,j,f,d,b,j,b,e,f,j,i,d,c,h,e,i,e,a,h,a,b,c,a,h,d,i,b,i,d,g,f,f,c3
f,b,b,b,a,e,h,i,g,e,g,a,g,g,c,h,e,i,d,g,i,d,c,c,h,i,j,i,f,g,j,c,g,d,h,h,e,e,e,d,f,j,i,e,i,f,a,i,h,d,c5
f,b,a,i,h,c,a,i,d,g,b,a,g,j,a,e,e,f,i,d,f,h,e,a,g,g,j,b,f,g,h,a,e,d,f,c,g,e,e,h,e,f,h,c,j,d,j,i,f,g,c5
i,f,j,f,h,f,h,g,a,i,a,f,b,f,d,j,h,d,h,j,e,g,e,d,f,h,f,j,j,f,e,f,b,e,a,b,f,f,c,j,c,d,c,f,g,c,f,f,i,a,c2
f,i,h,j,g,h,g,i,g,f,i,a,g,a,d,f,e,j,h,i,d,a,f,i,d,h,j,g,f,c,g,e,h,d,j,g,e,e,e,g,e,d,i,a,i,b,j,i,g,f,c5
g,i,i,c,g,d,d,a,i,a,c,j,f,d,i,g,e,f,j,g,g,i,c,d,b,g,a,d,b,i,e,c,a,j,f,e,h,j,d,a,b,a,d,c,h,d,g,c,c,f,c4
e,h,g,h,h,j,e,c,a,j,g,f,a,j,e,i,b,c,b,b,h,i,f,c,g,j,c,e,h,f,b,g,g,e,g,e,c,a,i,h,d,d,j,b,i,h,b,i,d,j,c1
j,a,c,c,h,a,b,c,a,h,g,e,a,j,e,i,d,i,h,b,c,e,i,c,j,e,j,e,a,g,d,h,d,g,a,e,c,f,h,j,h,h,c,f,a,g,i,d,e,f,c1
e,a,e,j,h,d,i,c,a,g,g,f,a,i,e,i,a,e,g,b,h,c,c,c,c,e,f,e,e,f,h,j,c,f,g,e,b,h,j,a,b,e,f,j,d,c,g,a,b,c,c1
c,h,f,i,h,b,e,c,a,g,g,j,a,h,e,i,g,f,g,b,i,f,c,c,i,b,h,e,f,h,a,i,h,b,e,e,d,h,j,d,f,i,g,e,c,a,g,f,i,h,c1
a,f,b,j,d,d,i,f,c,g,b,b,f,d,f,j,i,f,f,g,g,i,j,d,e,c,c,e,i,h,e,d,h,b,a,e,i,j,g,b,b,a,d,e,f,f,d,c,c,j,c4
c,f,a,a,h,d,i,g,b,d,j,a,f,d,f,j,h,g,e,g,g,b,f,j,e,e,d,f,j,b,c,a,i,h,g,e,c,j,e,i,b,a,d,i,h,j,i,c,c,a,c4
i,i,h,f,j,b,c,g,c,i,h,f,b,c,f,b,a,g,a,b,c,g,f,b,f,j,f,j,c,b,h,f,b,h,f,f,a,c,c,a,c,h,a,c,a,a,e,h,i,b,c2
f,f,e,d,f,d,h,i,j,g,a,a,g,e,i,b,e,f,g,a,j,i,b,e,a,f,j,e,f,g,c,a,f,d,g,b,h,e,e,f,i,d,a,c,c,d,b,i,j,g,c5
j,j,g,c,h,d,f,c,a,h,g,h,a,h,e,i,i,d,c,b,d,e,d,c,i,j,a,e,h,a,a,i,b,c,b,e,b,j,d,j,a,i,b,f,b,g,i,b,e,f,c1
f,b,e,c,f,j,b,d,e,e,e,a,g,e,h,j,i,e,b,i,f,g,b,h,a,b,i,j,b,d,g,h,a,i,a,d,c,a,b,c,g,h,c,i,f,b,h,g,g,j,c3
d,f,i,a,h,b,g,c,a,j,g,h,a,h,e,i,f,j,a,b,b,i,e,c,c,i,g,e,f,e,c,e,c,f,h,e,b,i,b,j,j,a,j,d,b,a,j,b,i,f,c1
f,j,a,f,j,f,j,i,b,f,a,a,g,j,j,d,e,b,g,a,f,b,i,i,f,j,j,e,f,j,f,a,e,d,d,j,d,e,e,j,h,g,g,f,d,d,g,i,e,f,c5
f,i,g,e,h,a,a,i,f,a,h,a,g,j,i,h,e,g,i,j,h,c,a,f,a,g,j,c,f,i,a,a,b,d,j,d,d,e,e,i,g,g,f,h,j,b,g,i,c,g,c5
i,h,c,a,j,d,f,g,j,a,h,h,f,d,g,g,b,f,i,h,g,j,a,g,g,e,d,d,b,b,i,e,h,c,f,e,i,j,b,d,b,a,d,h,d,i,f,c,c,h,c4
f,i,a,c,f,i,d,b,d,d,b,b,e,f,e,j,e,a,i,f,f,i,f,i,j,c,i,j,b,d,i,h,g,i,d,f,j,a,b,c,g,a,e,d,g,e,g,g,f,c,c3
f,f,d,c,f,c,a,j,c,f,a,i,d,b,g,j,j,g,d,e,f,c,e,d,a,b,b,a,f,d,d,h,f,i,h,d,j,a,b,c,g,i,i,j,b,b,g,g,e,a,c3
f,d,i,c,f,c,d,e,j,c,b,c,b,c,h,j,j,h,b,d,f,b,i,e,e,i,g,h,d,d,a,h,e,i,i,a,c,a,b,c,c,i,i,d,h,a,g,g,d,a,c3
i,i,j,g,i,d,f,b,g,i,a,f,b,c,j,g,e,e,a,d,i,g,i,d,f,a,f,a,h,i,e,f,b,e,g,b,g,a,c,d,e,j,e,a,h,i,j,b,i,j,c2
j,a,b,c,f,i,a,b,e,f,i,f,d,j,c,j,c,a,g,h,f,f,e,g,d,c,f,h,f,d,b,h,j,i,j,h,d,a,b,c,i,f,e,c,f,j,d,g,g,g,c3
j,i,e,c,f,i,f,f,b,d,h,a,g,g,b,j,e,f,g,i,f,f,b,h,g,b,b,f,a,d,c,h,e,i,j,f,a,a,b,c,j,d,c,d,b,h,a,g,i,a,c3
c,b,b,f,h,d,d,d,a,g,i,e,f,d,f,d,d,j,c,i,g,h,d,d,j,j,b,j,e,d,c,g,j,d,f,e,c,j,a,g,b,a,d,e,i,b,d,c,c,c,c4
i,j,f,g,b,d,i,f,a,a,f,g,f,d,h,e,a,e,g,c,g,a,i,f,c,h,g,d,d,b,b,i,c,j,g,e,d,j,f,e,b,a,d,c,h,a,c,c,c,d,c4
i,h,j,d,i,j,f,b,b,i,i,f,b,i,b,d,i,f,h,f,c,g,b,e,f,f,f,f,c,d,h,f,b,c,e,d,f,a,c,j,i,g,b,a,c,f,d,c,i,f,c2
e,d,a,c,f,h,b,h,h,d,c,f,g,a,j,j,a,e,g,e,f,b,i,d,f,c,h,h,a,d,g,h,h,i,a,b,a,a,b,c,g,e,i,g,i,a,j,g,h,c,c3
e,e,a,b,h,i,i,c,a,h,g,f,a,e,e,i,i,h,c,b,h,f,h,c,d,h,e,e,j,a,i,h,h,j,d,e,b,f,e,i,d,a,f,i,a,f,j,h,d,b,c1
f,h,a,i,i,i,c,i,i,b,j,a,g,j,e,j,e,h,g,g,d,i,h,f,i,d,j,h,f,i,a,h,h,d,d,i,d,e,e,c,j,f,b,f,i,b,c,i,a,a,c5
d,j,c,j,f,d,c,g,h,e,c,f,f,d,f,d,d,h,e,d,g,i,d,j,f,i,d,j,j,d,a,g,h,d,h,e,a,j,i,h,b,a,d,g,f,c,f,c,c,a,c4
a,e,f,f,h,b,a,c,a,b,g,j,a,a,e,i,g,a,a,b,d,d,f,c,d,j,a,e,d,i,i,f,j,f,j,e,b,f,e,b,d,f,c,e,e,j,e,c,i,e,c1
i,a,f,f,a,d,a,i,f,i,h,f,b,h,a,a,a,i,b,j,d,g,g,h,f,e,f,a,h,d,b,f,b,g,i,j,b,i,c,i,e,j,d,c,a,g,h,f,i,g,c2
c,f,h,g,g,d,i,h,f,a,j,b,f,d,h,e,a,j,i,g,g,h,b,i,i,b,h,j,i,d,d,j,a,b,e,e,h,j,i,h,b,a,d,j,g,e,f,c,c,j,c4
g,g,b,a,c,d,b,b,i,g,a,d,f,d,h,i,e,g,f,d,g,j,b,j,c,a,g,a,j,c,d,b,g,i,e,e,d,j,g,h,b,a,d,i,f,i,h,c,c,h,c4
c,a,f,b,f,d,g,c,b,i,i,b,f,d,b,e,j,g,e,i,g,f,h,a,b,g,j,f,j,b,g,i,d,e,i,e,c,j,i,h,b,a,d,c,e,j,j,c,c,e,c4
i,e,g,d,i,c,j,b,i,i,g,f,b,g,f,d,a,h,g,g,d,g,c,i,f,b,f,e,j,g,g,f,b,i,i,i,g,a,c,d,a,h,b,f,g,h,j,i,i,b,c2
f,h,b,h,b,a,e,i,c,d,a,a,g,g,b,a,e,f,g,b,g,a,e,h,c,f,j,d,f,f,g,j,i,d,c,j,d,e,e,b,g,b,e,a,c,f,c,i,c,e,c5
i,c,f,g,f,d,d,i,c,h,d,i,f,d,i,g,f,i,e,e,g,h,a,g,j,d,h,d,f,e,d,d,g,h,a,e,c,j,j,b,b,a,d,h,a,b,a,c,c,f,c4
f,f,a,c,f,d,f,f,c,d,i,i,b,h,c,j,h,c,b,g,f,d,j,h,c,c,g,h,a,d,h,h,g,i,g,d,e,a,b,c,i,b,a,h,g,j,i,g,h,j,c3
i,f,i,g,a,g,f,h,b,i,c,f,b,d,d,h,a,f,c,c,c,g,d,f,f,e,f,b,j,h,c,f,b,h,j,d,j,a,c,f,g,c,d,d,b,f,i,e,i,e,c2
h,a,c,b,f,d,a,c,c,i,g,b,f,d,d,e,c,b,f,a,g,b,f,f,e,h,e,b,b,h,h,c,f,i,j,e,d,j,f,h,b,a,d,i,i,g,f,c,c,j,c4
j,d,a,a,e,d,h,d,f,e,i,h,f,d,g,e,j,g,e,e,g,b,d,j,e,f,i,c,e,c,h,e,c,e,i,e,c,j,i,j,b,a,d,i,a,b,d,c,c,b,c4
b,e,h,c,f,e,j,g,e,j,e,i,j,f,c,j,e,g,a,b,f,a,h,h,i,h,i,b,g,d,i,h,g,i,g,f,h,a,b,c,h,a,b,e,g,g,j,g,e,d,c3
g,c,e,c,f,h,b,g,a,b,j,d,d,d,e,j,b,d,j,g,f,f,i,j,j,g,a,i,i,d,f,h,c,i,f,b,e,a,b,c,j,d,h,i,e,e,c,g,a,a,c3
c,h,c,g,h,d,i,h,i,d,c,d,f,d,i,a,f,j,h,f,g,a,e,g,g,g,e,e,f,i,b,i,e,c,c,e,h,j,j,b,b,a,d,g,j,g,c,c,c,j,c4
b,c,g,c,f,b,c,b,b,i,b,i,e,i,c,j,e,e,b,j,f,j,j,h,d,c,f,e,b,d,h,h,d,i,d,e,f,a,b,c,f,i,g,d,b,g,g,g,f,c,c3
e,b,g,f,i,d,j,f,e,g,d,i,f,d,h,j,a,g,d,h,g,g,c,b,b,c,f,a,h,e,j,g,c,i,d,e,g,j,f,a,b,a,d,j,e,j,b,c,c,c,c4
i,d,e,b,i,f,g,d,a,i,e,f,b,e,b,e,j,d,e,a,h,g,e,e,f,f,f,h,i,j,h,f,b,h,e,i,e,j,c,h,c,j,f,d,e,c,h,g,i,i,c2
f,d,h,f,i,c,a,i,f,c,b,a,g,b,h,h,e,j,b,i,c,c,j,i,g,f,j,j,f,b,j,b,f,d,a,e,a,e,e,a,f,e,g,c,c,a,e,i,j,a,c5
d,d,d,c,f,g,g,h,h,j,d,j,c,g,f,j,c,f,i,j,f,f,f,c,d,d,f,d,j,d,c,h,g,i,b,i,e,a,b,c,b,c,a,b,h,j,d,g,j,a,c3
i,j,e,d,b,f,h,h,d,i,j,f,b,b,i,h,g,c,c,f,b,g,b,c,f,e,f,j,j,b,h,f,b,d,b,j,i,g,c,j,d,c,h,c,d,e,a,g,i,a,c2
h,g,b,c,f,a,c,e,e,e,g,e,a,b,c,j,i,c,c,c,f,g,b,h,a,f,j,f,e,d,i,h,a,i,c,h,b,a,b,c,h,b,d,b,c,f,a,g,f,c,c3
d,g,e,g,f,d,e,a,i,j,d,a,f,d,d,g,a,b,b,j,g,g,b,g,h,b,f,h,i,b,c,e,d,a,a,e,h,j,h,f,b,a,d,c,b,a,a,c,c,d,c4
f,i,f,h,c,a,d,i,g,c,f,a,g,b,c,b,e,i,e,c,j,b,i,e,f,a,j,b,f,e,g,c,h,d,j,g,i,e,e,c,d,f,b,c,i,c,j,i,e,h,c5
d,b,b,g,h,d,i,c,a,j,g,a,a,h,e,i,g,e,g,b,b,c,f,c,i,f,h,e,i,a,i,i,j,f,b,e,g,b,j,h,j,a,h,a,g,h,i,c,b,f,c1
f,e,g,g,d,c,e,i,e,j,g,a,g,f,a,e,e,d,d,e,g,i,b,g,b,g,j,g,f,i,h,i,e,d,g,g,j,e,e,b,b,b,c,g,a,a,i,i,h,i,c5
f,a,d,e,j,a,g,i,b,e,h,a,g,d,c,b,e,c,e,e,i,f,d,f,h,h,j,a,f,i,e,f,d,d,i,a,h,e,e,j,e,h,c,g,h,b,a,i,c,j,c5
f,f,f,h,e,b,f,i,b,e,e,a,g,a,j,h,e,e,d,e,h,c,c,h,f,c,j,g,f,e,a,i,a,d,i,b,i,e,e,h,a,a,c,h,a,h,e,i,i,f,c5
